alpha tag,tag,entity,mode,description,input,type,tone,entity_type,group,license,category,tone in,frequency
124,Fire Dispatch,Queensland Fire and Emergency Service,FMN,CB24,,RM,CSQ,Public Safety,UHF HGS,,QFES - Operations,,477.000
125,Fire Dispatch,Queensland Fire and Emergency Service,FMN,CB25,,RM,CSQ,Public Safety,UHF HGS,,QFES - Operations,,477.025
126,Fire Dispatch,Queensland Fire and Emergency Service,FMN,CB26,,RM,CSQ,Public Safety,UHF HGS,,QFES - Operations,,477.050
127,Fire Dispatch,Queensland Fire and Emergency Service,FMN,CB27,,RM,CSQ,Public Safety,UHF HGS,,QFES - Operations,,477.075
128,Fire Dispatch,Queensland Fire and Emergency Service,FMN,CB28,,RM,CSQ,Public Safety,UHF HGS,,QFES - Operations,,477.100
129,Fire Dispatch,Queensland Fire and Emergency Service,FMN,CB29,,RM,CSQ,Public Safety,UHF HGS,,QFES - Operations,,477.125
130,Fire Dispatch,Queensland Fire and Emergency Service,FMN,CB30,,RM,CSQ,Public Safety,UHF HGS,,QFES - Operations,,477.150
131,Fire Dispatch,Queensland Fire and Emergency Service,FMN,CB31,,RM,CSQ,Public Safety,UHF HGS,,QFES - Operations,,477.175
132,Fire Dispatch,Queensland Fire and Emergency Service,FMN,CB32,,RM,CSQ,Public Safety,UHF HGS,,QFES - Operations,,477.200
133,Fire Dispatch,Queensland Fire and Emergency Service,FMN,CB33,,RM,CSQ,Public Safety,UHF HGS,,QFES - Operations,,477.225
134,Fire Dispatch,Queensland Fire and Emergency Service,FMN,CB34,,RM,CSQ,Public Safety,UHF HGS,,QFES - Operations,,477.250
135,Fire Dispatch,Queensland Fire and Emergency Service,FMN,CB35,,RM,CSQ,Public Safety,UHF HGS,,QFES - Operations,,477.275
136,Fire Dispatch,Queensland Fire and Emergency Service,FMN,CB36,,RM,CSQ,Public Safety,UHF HGS,,QFES - Operations,,477.300
137,Fire Dispatch,Queensland Fire and Emergency Service,FMN,CB37,,RM,CSQ,Public Safety,UHF HGS,,QFES - Operations,,477.325
138,Fire Dispatch,Queensland Fire and Emergency Service,FMN,CB38,,RM,CSQ,Public Safety,UHF HGS,,QFES - Operations,,477.350
139,Fire Dispatch,Queensland Fire and Emergency Service,FMN,CB39,,RM,CSQ,Public Safety,UHF HGS,,QFES - Operations,,477.375
140,Fire Dispatch,Queensland Fire and Emergency Service,FMN,CB40,,RM,CSQ,Public Safety,UHF HGS,,QFES - Operations,,477.400
141,Fire Dispatch,Queensland Fire and Emergency Service,FMN,SESo 1,,RM,107.2 PL,Public Safety,UHF HGS,,QFES - Operations,,468.600
142,Fire Dispatch,Queensland Fire and Emergency Service,FMN,SESo 2,,RM,107.2 PL,Public Safety,UHF HGS,,QFES - Operations,,468.625
143,Fire Dispatch,Queensland Fire and Emergency Service,FMN,SESo 3,,RM,107.2 PL,Public Safety,UHF HGS,,QFES - Operations,,468.650
144,Fire Dispatch,Queensland Fire and Emergency Service,FMN,SESo 4,,RM,107.2 PL,Public Safety,UHF HGS,,QFES - Operations,,467.125
145,Fire Dispatch,Queensland Fire and Emergency Service,FMN,SESo 5,,RM,107.2 PL,Public Safety,UHF HGS,,QFES - Operations,,467.250
146,Fire Dispatch,Queensland Fire and Emergency Service,FMN,SESo 6,,RM,107.2 PL,Public Safety,UHF HGS,,QFES - Operations,,467.525
147,Fire Dispatch,Queensland Fire and Emergency Service,FMN,SESo 7,,RM,107.2 PL,Public Safety,UHF HGS,,QFES - Operations,,467.625
148,Fire Dispatch,Queensland Fire and Emergency Service,FMN,SESo 8,,RM,107.2 PL,Public Safety,UHF HGS,,QFES - Operations,,467.725
149,Fire Dispatch,Queensland Fire and Emergency Service,FMN,SESo 9,,RM,107.2 PL,Public Safety,UHF HGS,,QFES - Operations,,467.775
150,Fire Dispatch,Queensland Fire and Emergency Service,FMN,SESo10,,RM,107.2 PL,Public Safety,UHF HGS,,QFES - Operations,,467.425
151,Fire Dispatch,Queensland Fire and Emergency Service,FMN,SESo11,,RM,107.2 PL,Public Safety,UHF HGS,,QFES - Operations,,466.725
152,Fire Dispatch,Queensland Fire and Emergency Service,FMN,SESo12,,RM,107.2 PL,Public Safety,UHF HGS,,QFES - Operations,,467.000
155,Fire Dispatch,Queensland Fire and Emergency Service,FMN,SESo21,,RM,107.2 PL,Public Safety,UHF HGS,,QFES - Operations,,468.600
156,Fire Dispatch,Queensland Fire and Emergency Service,FMN,SESo22,,RM,107.2 PL,Public Safety,UHF HGS,,QFES - Operations,,468.625
157,Fire Dispatch,Queensland Fire and Emergency Service,FMN,SESo23,,RM,107.2 PL,Public Safety,UHF HGS,,QFES - Operations,,468.650
158,Fire Dispatch,Queensland Fire and Emergency Service,FMN,SESo24,,RM,107.2 PL,Public Safety,UHF HGS,,QFES - Operations,,467.125
159,Fire Dispatch,Queensland Fire and Emergency Service,FMN,SESo25,,RM,107.2 PL,Public Safety,UHF HGS,,QFES - Operations,,467.250
160,Fire Dispatch,Queensland Fire and Emergency Service,FMN,SESo26,,RM,107.2 PL,Public Safety,UHF HGS,,QFES - Operations,,467.525
161,Fire Dispatch,Queensland Fire and Emergency Service,FMN,SESo27,,RM,107.2 PL,Public Safety,UHF HGS,,QFES - Operations,,467.625
162,Fire Dispatch,Queensland Fire and Emergency Service,FMN,SESo28,,RM,107.2 PL,Public Safety,UHF HGS,,QFES - Operations,,467.725
163,Fire Dispatch,Queensland Fire and Emergency Service,FMN,SESo29,,RM,107.2 PL,Public Safety,UHF HGS,,QFES - Operations,,467.775
164,Fire Dispatch,Queensland Fire and Emergency Service,FMN,SESo30,,RM,107.2 PL,Public Safety,UHF HGS,,QFES - Operations,,467.425
165,Fire Dispatch,Queensland Fire and Emergency Service,FMN,SESo31,,RM,107.2 PL,Public Safety,UHF HGS,,QFES - Operations,,466.725
166,Fire Dispatch,Queensland Fire and Emergency Service,FMN,SESo32,,RM,107.2 PL,Public Safety,UHF HGS,,QFES - Operations,,467.000
167,Fire Dispatch,Queensland Fire and Emergency Service,FMN,SES 1,,RM,110.9 PL,Public Safety,UHF HGS,,QFES - Operations,,469.9375
168,Fire Dispatch,Queensland Fire and Emergency Service,FMN,SES 2,,RM,110.9 PL,Public Safety,UHF HGS,,QFES - Operations,,469.8875
169,Fire Dispatch,Queensland Fire and Emergency Service,FMN,SES 3,,RM,110.9 PL,Public Safety,UHF HGS,,QFES - Operations,,469.8375
170,Fire Dispatch,Queensland Fire and Emergency Service,FMN,SES 4,,RM,110.9 PL,Public Safety,UHF HGS,,QFES - Operations,,469.7875
171,Fire Dispatch,Queensland Fire and Emergency Service,FMN,SES 5,,RM,110.9 PL,Public Safety,UHF HGS,,QFES - Operations,,469.7375
172,Fire Dispatch,Queensland Fire and Emergency Service,FMN,SES 6,,RM,110.9 PL,Public Safety,UHF HGS,,QFES - Operations,,469.6875
173,Fire Dispatch,Queensland Fire and Emergency Service,FMN,SES 7,,RM,110.9 PL,Public Safety,UHF HGS,,QFES - Operations,,469.6375
174,Fire Dispatch,Queensland Fire and Emergency Service,FMN,SES 8,,RM,110.9 PL,Public Safety,UHF HGS,,QFES - Operations,,469.5875
175,Fire Dispatch,Queensland Fire and Emergency Service,FMN,SES 9,,RM,110.9 PL,Public Safety,UHF HGS,,QFES - Operations,,469.5375
176,Fire Dispatch,Queensland Fire and Emergency Service,FMN,SES10,,RM,110.9 PL,Public Safety,UHF HGS,,QFES - Operations,,469.4875
177,Fire Dispatch,Queensland Fire and Emergency Service,FMN,SES11,,RM,110.9 PL,Public Safety,UHF HGS,,QFES - Operations,,469.4375
178,Fire Dispatch,Queensland Fire and Emergency Service,FMN,SES12,,RM,110.9 PL,Public Safety,UHF HGS,,QFES - Operations,,469.3875
179,Fire Dispatch,Queensland Fire and Emergency Service,FMN,SES13,,RM,110.9 PL,Public Safety,UHF HGS,,QFES - Operations,,469.3375
180,Fire Dispatch,Queensland Fire and Emergency Service,FMN,SES14,,RM,110.9 PL,Public Safety,UHF HGS,,QFES - Operations,,469.2875
181,Fire Dispatch,Queensland Fire and Emergency Service,FMN,SES15,,RM,110.9 PL,Public Safety,UHF HGS,,QFES - Operations,,469.2375
182,Fire Dispatch,Queensland Fire and Emergency Service,FMN,SES16,,RM,110.9 PL,Public Safety,UHF HGS,,QFES - Operations,,469.1875
183,Fire Dispatch,Queensland Fire and Emergency Service,FMN,SES17,,RM,110.9 PL,Public Safety,UHF HGS,,QFES - Operations,,469.1375
184,Fire Dispatch,Queensland Fire and Emergency Service,FMN,SES18,,RM,110.9 PL,Public Safety,UHF HGS,,QFES - Operations,,469.0875
185,Fire Dispatch,Queensland Fire and Emergency Service,FMN,SES19,,RM,110.9 PL,Public Safety,UHF HGS,,QFES - Operations,,469.0375
186,Fire Dispatch,Queensland Fire and Emergency Service,FMN,SES20,,RM,110.9 PL,Public Safety,UHF HGS,,QFES - Operations,,468.9875
187,Fire Dispatch,Queensland Fire and Emergency Service,FMN,SES21,,RM,110.9 PL,Public Safety,UHF HGS,,QFES - Operations,,468.9375
188,Fire Dispatch,Queensland Fire and Emergency Service,FMN,SES22,,RM,110.9 PL,Public Safety,UHF HGS,,QFES - Operations,,468.8875
189,Fire Dispatch,Queensland Fire and Emergency Service,FMN,SESPR1,,RM,110.9 PL,Public Safety,UHF HGS,,QFES - Operations,,468.8375
190,Fire Dispatch,Queensland Fire and Emergency Service,FMN,SESPR2,,RM,110.9 PL,Public Safety,UHF HGS,,QFES - Operations,,468.7875
191,Fire Dispatch,Queensland Fire and Emergency Service,FMN,SES31,,RM,110.9 PL,Public Safety,UHF HGS,,QFES - Operations,,469.9375
192,Fire Dispatch,Queensland Fire and Emergency Service,FMN,SES32,,RM,110.9 PL,Public Safety,UHF HGS,,QFES - Operations,,469.8875
193,Fire Dispatch,Queensland Fire and Emergency Service,FMN,SES33,,RM,110.9 PL,Public Safety,UHF HGS,,QFES - Operations,,469.8375
194,Fire Dispatch,Queensland Fire and Emergency Service,FMN,SES34,,RM,110.9 PL,Public Safety,UHF HGS,,QFES - Operations,,469.7875
195,Fire Dispatch,Queensland Fire and Emergency Service,FMN,SES35,,RM,110.9 PL,Public Safety,UHF HGS,,QFES - Operations,,469.7375
196,Fire Dispatch,Queensland Fire and Emergency Service,FMN,SES36,,RM,110.9 PL,Public Safety,UHF HGS,,QFES - Operations,,469.6875
197,Fire Dispatch,Queensland Fire and Emergency Service,FMN,SES37,,RM,110.9 PL,Public Safety,UHF HGS,,QFES - Operations,,469.6375
198,Fire Dispatch,Queensland Fire and Emergency Service,FMN,SES38,,RM,110.9 PL,Public Safety,UHF HGS,,QFES - Operations,,469.5875
199,Fire Dispatch,Queensland Fire and Emergency Service,FMN,SES39,,RM,110.9 PL,Public Safety,UHF HGS,,QFES - Operations,,469.5375
200,Fire Dispatch,Queensland Fire and Emergency Service,FMN,SES40,,RM,110.9 PL,Public Safety,UHF HGS,,QFES - Operations,,469.4875
201,Fire Dispatch,Queensland Fire and Emergency Service,FMN,201 FG,,RM,167.9 PL,Public Safety,UHF HGS,,QFES - Operations,,468.8625
202,Fire Dispatch,Queensland Fire and Emergency Service,FMN,202 FG,,RM,167.9 PL,Public Safety,UHF HGS,,QFES - Operations,,458.8625
203,Fire Dispatch,Queensland Fire and Emergency Service,FMN,203 FG,,RM,167.9 PL,Public Safety,UHF HGS,,QFES - Operations,,468.8125
204,Fire Dispatch,Queensland Fire and Emergency Service,FMN,204 FG,,RM,167.9 PL,Public Safety,UHF HGS,,QFES - Operations,,458.8125
205,Fire Dispatch,Queensland Fire and Emergency Service,FMN,205 FG,,RM,167.9 PL,Public Safety,UHF HGS,,QFES - Operations,,468.7625
206,Fire Dispatch,Queensland Fire and Emergency Service,FMN,206 FG,,RM,167.9 PL,Public Safety,UHF HGS,,QFES - Operations,,458.7625
207,Fire Dispatch,Queensland Fire and Emergency Service,FMN,207 FG,,RM,167.9 PL,Public Safety,UHF HGS,,QFES - Operations,,468.7375
208,Fire Dispatch,Queensland Fire and Emergency Service,FMN,208 FG,,RM,167.9 PL,Public Safety,UHF HGS,,QFES - Operations,,458.7375
209,Fire Dispatch,Queensland Fire and Emergency Service,FMN,209 FG,,RM,167.9 PL,Public Safety,UHF HGS,,QFES - Operations,,468.7125
210,Fire Dispatch,Queensland Fire and Emergency Service,FMN,210 FG,,RM,167.9 PL,Public Safety,UHF HGS,,QFES - Operations,,458.7125
211,Fire Dispatch,Queensland Fire and Emergency Service,FMN,211,,RM,167.9 PL,Public Safety,UHF HGS,,QFES - Operations,,469.9625
212,Fire Dispatch,Queensland Fire and Emergency Service,FMN,212,,RM,167.9 PL,Public Safety,UHF HGS,,QFES - Operations,,469.9125
213,Fire Dispatch,Queensland Fire and Emergency Service,FMN,213,,RM,167.9 PL,Public Safety,UHF HGS,,QFES - Operations,,469.8625
214,Fire Dispatch,Queensland Fire and Emergency Service,FMN,214,,RM,167.9 PL,Public Safety,UHF HGS,,QFES - Operations,,469.8125
215,Fire Dispatch,Queensland Fire and Emergency Service,FMN,215,,RM,167.9 PL,Public Safety,UHF HGS,,QFES - Operations,,469.7625
216,Fire Dispatch,Queensland Fire and Emergency Service,FMN,216,,RM,167.9 PL,Public Safety,UHF HGS,,QFES - Operations,,469.7125
217,Fire Dispatch,Queensland Fire and Emergency Service,FMN,217,,RM,167.9 PL,Public Safety,UHF HGS,,QFES - Operations,,469.6625
218,Fire Dispatch,Queensland Fire and Emergency Service,FMN,218,,RM,167.9 PL,Public Safety,UHF HGS,,QFES - Operations,,469.6125
219,Fire Dispatch,Queensland Fire and Emergency Service,FMN,219,,RM,167.9 PL,Public Safety,UHF HGS,,QFES - Operations,,469.5625
220,Fire Dispatch,Queensland Fire and Emergency Service,FMN,220,,RM,167.9 PL,Public Safety,UHF HGS,,QFES - Operations,,469.5125
221,Fire Dispatch,Queensland Fire and Emergency Service,FMN,221,,RM,167.9 PL,Public Safety,UHF HGS,,QFES - Operations,,469.4625
222,Fire Dispatch,Queensland Fire and Emergency Service,FMN,222,,RM,167.9 PL,Public Safety,UHF HGS,,QFES - Operations,,469.4125
223,Fire Dispatch,Queensland Fire and Emergency Service,FMN,223,,RM,167.9 PL,Public Safety,UHF HGS,,QFES - Operations,,469.3625
224,Fire Dispatch,Queensland Fire and Emergency Service,FMN,224,,RM,167.9 PL,Public Safety,UHF HGS,,QFES - Operations,,469.3125
225,Fire Dispatch,Queensland Fire and Emergency Service,FMN,225,,RM,167.9 PL,Public Safety,UHF HGS,,QFES - Operations,,469.2625
226,Fire Dispatch,Queensland Fire and Emergency Service,FMN,226,,RM,167.9 PL,Public Safety,UHF HGS,,QFES - Operations,,469.2125
227,Fire Dispatch,Queensland Fire and Emergency Service,FMN,227,,RM,167.9 PL,Public Safety,UHF HGS,,QFES - Operations,,469.1625
228,Fire Dispatch,Queensland Fire and Emergency Service,FMN,228,,RM,167.9 PL,Public Safety,UHF HGS,,QFES - Operations,,469.1125
229,Fire Dispatch,Queensland Fire and Emergency Service,FMN,229,,RM,167.9 PL,Public Safety,UHF HGS,,QFES - Operations,,469.0625
230,Fire Dispatch,Queensland Fire and Emergency Service,FMN,230,,RM,167.9 PL,Public Safety,UHF HGS,,QFES - Operations,,469.0125
231,Fire Dispatch,Queensland Fire and Emergency Service,FMN,231,,RM,167.9 PL,Public Safety,UHF HGS,,QFES - Operations,,468.9625
232,Fire Dispatch,Queensland Fire and Emergency Service,FMN,232,,RM,167.9 PL,Public Safety,UHF HGS,,QFES - Operations,,468.9125
233,Fire Dispatch,Queensland Fire and Emergency Service,FMN,233,,RM,167.9 PL,Public Safety,UHF HGS,,QFES - Operations,,468.8625
234,Fire Dispatch,Queensland Fire and Emergency Service,FMN,234,,RM,167.9 PL,Public Safety,UHF HGS,,QFES - Operations,,468.8125
235,Fire Dispatch,Queensland Fire and Emergency Service,FMN,235,,RM,167.9 PL,Public Safety,UHF HGS,,QFES - Operations,,468.7625
236,Fire Dispatch,Queensland Fire and Emergency Service,FMN,236,,RM,167.9 PL,Public Safety,UHF HGS,,QFES - Operations,,468.7125
237,Fire Dispatch,Queensland Fire and Emergency Service,FMN,237,,RM,167.9 PL,Public Safety,UHF HGS,,QFES - Operations,,468.6625
238,Fire Dispatch,Queensland Fire and Emergency Service,FMN,238,,RM,167.9 PL,Public Safety,UHF HGS,,QFES - Operations,,468.6125
239,Fire Dispatch,Queensland Fire and Emergency Service,FMN,239,,RM,167.9 PL,Public Safety,UHF HGS,,QFES - Operations,,468.5625
240,Fire Dispatch,Queensland Fire and Emergency Service,FMN,240,,RM,167.9 PL,Public Safety,UHF HGS,,QFES - Operations,,468.5125
241,Fire Dispatch,Queensland Fire and Emergency Service,FMN,241 FG,,RM,167.9 PL,Public Safety,UHF HGS,,QFES - Operations,,456.025
243,Fire Dispatch,Queensland Fire and Emergency Service,FMN,243 FG,,RM,167.9 PL,Public Safety,UHF HGS,,QFES - Operations,,456.050
245,Fire Dispatch,Queensland Fire and Emergency Service,FMN,245 FG,,RM,167.9 PL,Public Safety,UHF HGS,,QFES - Operations,,456.175
247,Fire Dispatch,Queensland Fire and Emergency Service,FMN,247 FG,,RM,167.9 PL,Public Safety,UHF HGS,,QFES - Operations,,456.225
249,Fire Dispatch,Queensland Fire and Emergency Service,FMN,249INC,,RM,167.9 PL,Public Safety,UHF HGS,,QFES - Operations,,457.475
250,Fire Dispatch,Queensland Fire and Emergency Service,FMN,250INC,,RM,167.9 PL,Public Safety,UHF HGS,,QFES - Operations,,466.975
251,Fire Dispatch,Queensland Fire and Emergency Service,FMN,ARFF,,RM,123.0 PL,Public Safety,UHF HGS,,QFES - Operations,,465.750
254,Fire Dispatch,Queensland Fire and Emergency Service,FMN,254LOC,,RM,167.9 PL,Public Safety,UHF HGS,,QFES - Operations,,455.650
255,Fire Dispatch,Queensland Fire and Emergency Service,FMN,255LOC,,RM,167.9 PL,Public Safety,UHF HGS,,QFES - Operations,,455.900
300 QPWS Sim,Public Works,Queensland Parks and Wildlife Service,FMN,300 QPWS Sim,,BM,107.2 PL,Public Safety,PMR,,Queensland Parks & Wildlife Service,,79.300
301 Spare,Public Works,Queensland Parks and Wildlife Service,FMN,301 Spare,,RM,114.8 PL,Public Safety,PMR,,Queensland Parks & Wildlife Service,,79.300
302 Springbrook,Public Works,Queensland Parks and Wildlife Service,FMN,302 Springbrook,,RM,114.8 PL,Public Safety,PMR,,Queensland Parks & Wildlife Service,,79.300
303 Tamborine,Public Works,Queensland Parks and Wildlife Service,FMN,303 Tamborine,,RM,114.8 PL,Public Safety,PMR,,Queensland Parks & Wildlife Service,,79.300
304 Binna Burra,Public Works,Queensland Parks and Wildlife Service,FMN,304 Binna Burra,,RM,114.8 PL,Public Safety,PMR,,Queensland Parks & Wildlife Service,,79.300
305 Bald Mtn,Public Works,Queensland Parks and Wildlife Service,FMN,305 Bald Mtn,,RM,114.8 PL,Public Safety,PMR,,Queensland Parks & Wildlife Service,,79.300
306 Spare,Public Works,Queensland Parks and Wildlife Service,FMN,306 Spare,,RM,114.8 PL,Public Safety,PMR,,Queensland Parks & Wildlife Service,,79.300
307 Spare,Public Works,Queensland Parks and Wildlife Service,FMN,307 Spare,,RM,114.8 PL,Public Safety,PMR,,Queensland Parks & Wildlife Service,,79.300
308 LManchester,Public Works,Queensland Parks and Wildlife Service,FMN,308 LManchester,,RM,114.8 PL,Public Safety,PMR,,Queensland Parks & Wildlife Service,,79.300
309 Mt Nebo,Public Works,Queensland Parks and Wildlife Service,FMN,309 Mt Nebo,,RM,114.8 PL,Public Safety,PMR,,Queensland Parks & Wildlife Service,,79.300
310 Mt Glorious,Public Works,Queensland Parks and Wildlife Service,FMN,310 Mt Glorious,,RM,114.8 PL,Public Safety,PMR,,Queensland Parks & Wildlife Service,,79.300
311 Mt Mee,Public Works,Queensland Parks and Wildlife Service,FMN,311 Mt Mee,,RM,114.8 PL,Public Safety,PMR,,Queensland Parks & Wildlife Service,,79.300
312 Spare,Public Works,Queensland Parks and Wildlife Service,FMN,312 Spare,,RM,114.8 PL,Public Safety,PMR,,Queensland Parks & Wildlife Service,,79.300
313 Sbrook MP,Public Works,Queensland Parks and Wildlife Service,FMN,313 Sbrook MP,,RM,107.2 PL,Public Safety,PMR,,Queensland Parks & Wildlife Service,,79.125
314 NStradbroke,Public Works,Queensland Parks and Wildlife Service,FMN,314 NStradbroke,,RM,118.8 PL,Public Safety,PMR,,Queensland Parks & Wildlife Service,,79.0375
315 Moreton Is,Public Works,Queensland Parks and Wildlife Service,FMN,315 Moreton Is,,RM,127.3 PL,Public Safety,PMR,,Queensland Parks & Wildlife Service,,79.200
316 Oceanview,Public Works,Queensland Parks and Wildlife Service,FMN,316 Oceanview,,RM,131.8 PL,Public Safety,PMR,,Queensland Parks & Wildlife Service,,79.375
321 SE PortRpt,Public Works,Queensland Parks and Wildlife Service,FMN,321 SE PortRpt,,RM,114.8 PL,Public Safety,PMR,,Queensland Parks & Wildlife Service,,79.300
322 Spare,Public Works,Queensland Parks and Wildlife Service,FMN,322 Spare,,RM,114.8 PL,Public Safety,PMR,,Queensland Parks & Wildlife Service,,79.5375
323 Girraween,Public Works,Queensland Parks and Wildlife Service,FMN,323 Girraween,,RM,114.8 PL,Public Safety,PMR,,Queensland Parks & Wildlife Service,,79.5375
324 Paschendale,Public Works,Queensland Parks and Wildlife Service,FMN,324 Paschendale,,RM,114.8 PL,Public Safety,PMR,,Queensland Parks & Wildlife Service,,79.5375
325 Warwick,Public Works,Queensland Parks and Wildlife Service,FMN,325 Warwick,,RM,114.8 PL,Public Safety,PMR,,Queensland Parks & Wildlife Service,,79.5375
326 Spare,Public Works,Queensland Parks and Wildlife Service,FMN,326 Spare,,RM,114.8 PL,Public Safety,PMR,,Queensland Parks & Wildlife Service,,79.5375
327 Spare,Public Works,Queensland Parks and Wildlife Service,FMN,327 Spare,,RM,114.8 PL,Public Safety,PMR,,Queensland Parks & Wildlife Service,,79.5375
328 Inglewood,Public Works,Queensland Parks and Wildlife Service,FMN,328 Inglewood,,RM,114.8 PL,Public Safety,PMR,,Queensland Parks & Wildlife Service,,79.5375
329 Merinda,Public Works,Queensland Parks and Wildlife Service,FMN,329 Merinda,,RM,114.8 PL,Public Safety,PMR,,Queensland Parks & Wildlife Service,,79.5375
330 Pechey,Public Works,Queensland Parks and Wildlife Service,FMN,330 Pechey,,RM,114.8 PL,Public Safety,PMR,,Queensland Parks & Wildlife Service,,79.5375
331 Spare,Public Works,Queensland Parks and Wildlife Service,FMN,331 Spare,,RM,114.8 PL,Public Safety,PMR,,Queensland Parks & Wildlife Service,,79.5125
332 Western Ck,Public Works,Queensland Parks and Wildlife Service,FMN,332 Western Ck,,RM,114.8 PL,Public Safety,PMR,,Queensland Parks & Wildlife Service,,79.5125
333 Durabilla,Public Works,Queensland Parks and Wildlife Service,FMN,333 Durabilla,,RM,114.8 PL,Public Safety,PMR,,Queensland Parks & Wildlife Service,,79.5125
334 Bunya Mtn,Public Works,Queensland Parks and Wildlife Service,FMN,334 Bunya Mtn,,RM,114.8 PL,Public Safety,PMR,,Queensland Parks & Wildlife Service,,79.5125
335 Barakula,Public Works,Queensland Parks and Wildlife Service,FMN,335 Barakula,,RM,114.8 PL,Public Safety,PMR,,Queensland Parks & Wildlife Service,,79.5125
336 Spare,Public Works,Queensland Parks and Wildlife Service,FMN,336 Spare,,RM,114.8 PL,Public Safety,PMR,,Queensland Parks & Wildlife Service,,79.5125
342 W PortRpt,Public Works,Queensland Parks and Wildlife Service,FMN,342 W PortRpt,,RM,114.8 PL,Public Safety,PMR,,Queensland Parks & Wildlife Service,,79.300
344 Yuleba,Public Works,Queensland Parks and Wildlife Service,FMN,344 Yuleba,,RM,114.8 PL,Public Safety,PMR,,Queensland Parks & Wildlife Service,,79.150
345 Roma,Public Works,Queensland Parks and Wildlife Service,FMN,345 Roma,,RM,114.8 PL,Public Safety,PMR,,Queensland Parks & Wildlife Service,,79.5625
346 Taroom,Public Works,Queensland Parks and Wildlife Service,FMN,346 Taroom,,RM,114.8 PL,Public Safety,PMR,,Queensland Parks & Wildlife Service,,79.550
347 Expedition,Public Works,Queensland Parks and Wildlife Service,FMN,347 Expedition,,RM,114.8 PL,Public Safety,PMR,,Queensland Parks & Wildlife Service,,79.1875
348 Coorada,Public Works,Queensland Parks and Wildlife Service,FMN,348 Coorada,,RM,114.8 PL,Public Safety,PMR,,Queensland Parks & Wildlife Service,,79.125
349 Carnarvon,Public Works,Queensland Parks and Wildlife Service,FMN,349 Carnarvon,,RM,114.8 PL,Public Safety,PMR,,Queensland Parks & Wildlife Service,,79.275
350 Mt Moffatt,Public Works,Queensland Parks and Wildlife Service,FMN,350 Mt Moffatt,,RM,114.8 PL,Public Safety,PMR,,Queensland Parks & Wildlife Service,,79.325
351 Injune,Public Works,Queensland Parks and Wildlife Service,FMN,351 Injune,,RM,114.8 PL,Public Safety,PMR,,Queensland Parks & Wildlife Service,,79.3125
352 Salvatore,Public Works,Queensland Parks and Wildlife Service,FMN,352 Salvatore,,RM,114.8 PL,Public Safety,PMR,,Queensland Parks & Wildlife Service,,79.100
353 Springsure,Public Works,Queensland Parks and Wildlife Service,FMN,353 Springsure,,RM,114.8 PL,Public Safety,PMR,,Queensland Parks & Wildlife Service,,79.2875
354 Spare,Public Works,Queensland Parks and Wildlife Service,FMN,354 Spare,,RM,114.8 PL,Public Safety,PMR,,Queensland Parks & Wildlife Service,,78.5375
355 Spare,Public Works,Queensland Parks and Wildlife Service,FMN,355 Spare,,RM,114.8 PL,Public Safety,PMR,,Queensland Parks & Wildlife Service,,78.5375
356 Spare,Public Works,Queensland Parks and Wildlife Service,FMN,356 Spare,,RM,114.8 PL,Public Safety,PMR,,Queensland Parks & Wildlife Service,,78.5375
357 Spare,Public Works,Queensland Parks and Wildlife Service,FMN,357 Spare,,RM,114.8 PL,Public Safety,PMR,,Queensland Parks & Wildlife Service,,78.5375
358 Spare,Public Works,Queensland Parks and Wildlife Service,FMN,358 Spare,,RM,114.8 PL,Public Safety,PMR,,Queensland Parks & Wildlife Service,,78.5375
366 Spare,Public Works,Queensland Parks and Wildlife Service,FMN,366 Spare,,RM,114.8 PL,Public Safety,PMR,,Queensland Parks & Wildlife Service,,79.100
367 Tewantin,Public Works,Queensland Parks and Wildlife Service,FMN,367 Tewantin,,RM,114.8 PL,Public Safety,PMR,,Queensland Parks & Wildlife Service,,79.100
368 Maleny,Public Works,Queensland Parks and Wildlife Service,FMN,368 Maleny,,RM,114.8 PL,Public Safety,PMR,,Queensland Parks & Wildlife Service,,79.100
369 Noosa,Public Works,Queensland Parks and Wildlife Service,FMN,369 Noosa,,RM,114.8 PL,Public Safety,PMR,,Queensland Parks & Wildlife Service,,79.100
370 Spare,Public Works,Queensland Parks and Wildlife Service,FMN,370 Spare,,RM,114.8 PL,Public Safety,PMR,,Queensland Parks & Wildlife Service,,79.100
371 Kenilworth,Public Works,Queensland Parks and Wildlife Service,FMN,371 Kenilworth,,RM,114.8 PL,Public Safety,PMR,,Queensland Parks & Wildlife Service,,79.100
372 Imbil,Public Works,Queensland Parks and Wildlife Service,FMN,372 Imbil,,RM,114.8 PL,Public Safety,PMR,,Queensland Parks & Wildlife Service,,79.100
373 Jimna,Public Works,Queensland Parks and Wildlife Service,FMN,373 Jimna,,RM,114.8 PL,Public Safety,PMR,,Queensland Parks & Wildlife Service,,79.100
374 Spare,Public Works,Queensland Parks and Wildlife Service,FMN,374 Spare,,RM,114.8 PL,Public Safety,PMR,,Queensland Parks & Wildlife Service,,79.100
375 Spare,Public Works,Queensland Parks and Wildlife Service,FMN,375 Spare,,RM,114.8 PL,Public Safety,PMR,,Queensland Parks & Wildlife Service,,78.5375
